id,name,movie_id
20738,宋康昊,626872
25002,李炳憲,626872
20737,全道嬿,626872
110388,金南佶,626872
1296713,任時完,626872
544107,玄彬,736820
84996,柳海真,736820
1252045,潤娥,736820
82093,Daniel Henney,736820
1989290,陳善奎,736820
1222330,金來沅,774548
1095818,李鐘奭,774548
1715383,鄭尚勳,774548
564844,朴秉恩,774548
1374543,李尚熙,774548
1257601,高庚杓,821153
1330446,李伊庚,821153
2370779,音文碩,821153
1834243,朴世阮,821153
1385609,郭東延,821153
2896274,신시아,615173
1134684,朴恩斌,615173
1882314,徐恩秀,615173
1299287,晉久,615173
1520280,成愉頻,615173
20738,宋康昊,736732
83014,姜棟元,736732
21688,裴斗娜,736732
1252318,IU,736732
1701993,李周映,736732
1024395,馬東石,619803
2035488,孫錫久,619803
1418581,崔奎華,619803
1078674,朴智煥,619803
1332468,허동원,619803
1530733,柳俊烈,601796
1257671,金宇彬,601796
1537768,金泰梨,601796
932821,蘇志燮,601796
37939,廉晶雅,601796
1255411,徐仁國,799379
1713025,張東潤,799379
1872629,박호산,799379
1252017,庭沼珉,799379
150697,高昌錫,799379
73249,李政宰,727340
17120,鄭雨盛,727340
150126,田慧振,727340
1388365,許成泰,727340
2791233,高允貞,727340
3212104,朴栖含,993885
2885448,朴宰燦,993885
3417158,Song Ji-oh,993885
3096717,Kim No-jin,993885
3457656,Kim Won-gi,993885
38280,湯唯,705996
21687,박해일,705996
1244822,李貞賢,705996
1257601,高庚杓,705996
17124,박용우,705996
1442583,朴素丹,606403
1347175,金義城,606403
1299516,宋詩曦,606403
2084416,廉惠蘭,606403
2306987,정현준,606403
932821,蘇志燮,634595
28662,金倫珍,634595
1523043,林珍兒,634595
2485848,崔光一,634595
1552970,박현숙,634595
1897256,에스쿱스,946615
1897257,정한,946615
1897258,조슈아,946615
1625880,준,946615
1897260,호시,946615
141548,李聖旻,633374
1459772,南柱赫,633374
553237,박근형,633374
1044800,鄭滿植,633374
141541,尹帝文,633374
1255413,金英光,629028
1716008,李先彬,629028
1856377,吳代煥,629028
1765534,徐鉉哲,629028
1607301,최병모,629028
21687,박해일,588108
1337780,卞約漢,588108
17121,안성기,588108
1015873,孫賢周,588108
2159394,金聖圭,588108
1530733,柳俊烈,806128
84996,柳海真,806128
240081,崔武成,806128
551171,趙成夏,806128
1694435,朴明勳,806128
2097348,재민,1038198
2097334,마크,1038198
2097350,런쥔,1038198
2097346,해찬,1038198
2097347,제노,1038198
1024395,馬東石,717090
79578,鄭敬淏,717090
1349163,吳娜拉,717090
1607301,최병모,717090
1299473,林炯俊,717090
75914,徐令姬,877260
573792,金民宰,877260
2278760,Kim Bo-min,877260
1179570,曹秀香,877260
4842678,Park Hyuk Kwon,877260
63438,張赫,938008
3439595,Lee Seo-young,938008
1624033,브루스 칸,938008
2452392,방은정,938008
1113060,李承俊,938008
1257592,尹啟相,602295
17124,박용우,602295
1329984,林智妍,602295
1128004,柳承穆,602295
1078674,朴智煥,602295
572225,劉亞仁,491584
215055,連相燁,491584
1937533,全鐘瑞,491584
2043067,김수경,491584
1703282,최승호,491584
1010877,韓志旼,821661
1238592,李棟旭,821661
1257899,姜河那,821661
1350000,徐康俊,821661
1252045,潤娥,821661
1473841,朴珍榮,882580
4259,金永敏,882580
2455171,金東輝,882580
2218708,宋建熙,882580
1332468,허동원,882580
1207629,呂珍九,962489
2185341,趙怡賢,962489
2214888,金惠奫,962489
2935390,羅人友,962489
3104322,裴仁爀,962489
138336,趙震雄,610321
1255881,崔宇植,610321
93999,朴喜洵,610321
1564168,權律,610321
1694435,朴明勳,610321
227638,柳承龍,616670
