tmdb_id,country,certification,descriptors,iso_639_1,note,release_date,type
774548,DE,16,[],,,2024-09-26 00:00:00+00:00,4
774548,DE,16,[],,,2024-09-26 00:00:00+00:00,5
615173,MX,B-15,[],,,2024-11-14 00:00:00+00:00,3
736732,MY,,[],,Malaysia International Film Festival,2024-07-28 00:00:00+00:00,1
736732,PL,,[],,CANAL+ online,2024-09-20 00:00:00+00:00,4
601796,ES,12,[],,Movistar Plus+,2024-03-20 00:00:00+00:00,4
601796,FR,,[],,VOD,2024-02-28 00:00:00+00:00,4
601796,FR,,[],,"DVD, Blu-Ray & 4K UHD",2024-02-29 00:00:00+00:00,5
799379,CO,,[],,,2024-11-21 00:00:00+00:00,3
799379,PE,,[],,,2024-10-10 00:00:00+00:00,3
626129,CL,14,[],,,2024-09-26 00:00:00+00:00,3
626129,MX,,[],,,2024-08-22 00:00:00+00:00,3
958937,FI,S,[],,Helsinki Cine Aasia,2024-03-16 00:00:00+00:00,1
958937,IL,All,[],,,2024-07-25 00:00:00+00:00,3
958937,RU,18+,[],ru,Universal Distribution,2024-01-04 00:00:00+00:00,3
575764,TW,0+,[],,MyVideo,2024-09-01 00:00:00+00:00,4
681260,GR,,[],,,2024-02-08 00:00:00+00:00,3
681260,SK,7,[],sk,VOYO,2024-09-07 00:00:00+00:00,4
955644,SK,7,[],sk,JOJ,2024-06-15 00:00:00+00:00,6
104,CA,,[],,25 Year Anniversary Re-release,2024-06-07 00:00:00+00:00,2
104,US,R,[],,25th Anniversary Re-Release,2024-06-07 00:00:00+00:00,2
749136,GR,,[],,,2024-12-19 00:00:00+00:00,3
749136,PT,,[],,"Porto, Cinema Trindade",2024-05-10 00:00:00+00:00,2
893030,FR,,[],,France 2,2024-03-06 00:00:00+00:00,6
796151,TW,6+,[],,MyVideo,2024-06-01 00:00:00+00:00,4
588921,PL,,[],,BNP Paribas Green Film Festival,2024-08-12 00:00:00+00:00,1
588921,SK,7,[],cs,VOYO,2024-09-27 00:00:00+00:00,4
947514,BR,16,[],,,2024-05-02 00:00:00+00:00,4
949697,BR,16,[],,,2024-02-29 00:00:00+00:00,4
38368,CN,,[],,Aranya Waves Film Festival,2024-09-06 00:00:00+00:00,1
947049,BR,14,[],,,2024-09-24 00:00:00+00:00,3
654074,DE,,[],de,ARTE,2024-11-27 00:00:00+00:00,6
654074,FR,,[],,ARTE,2024-11-28 00:00:00+00:00,6
851800,CN,,[],,重映 re-release / 全国艺术电影放映联盟专线有限上映 National Alliance of Arthouse Cinemas limited release,2024-01-20 00:00:00+00:00,2
10997,CA,,[],,The Criterion Collection 4K/Blu-Ray,2024-07-23 00:00:00+00:00,5
10997,FR,,[],,,2024-05-21 00:00:00+00:00,5
10997,KR,,[],,,2024-03-27 00:00:00+00:00,3
10997,US,,[],,The Criterion Collection 4K/Blu-Ray,2024-07-23 00:00:00+00:00,5
10775,JP,,[],,,2024-03-20 00:00:00+00:00,5
1325023,CN,,[],zh,,2024-06-22 00:00:00+00:00,6
255856,HK,,[],,4K restoration,2024-09-08 00:00:00+00:00,1
185,GR,,[],,Re-Issue,2024-07-04 00:00:00+00:00,2
497828,IE,,[],en,Netflix ,2024-04-26 00:00:00+00:00,4
807196,DE,12,[],,,2024-04-18 00:00:00+00:00,4
807196,DE,12,[],,,2024-04-25 00:00:00+00:00,5
924482,SK,15,[],sk,JOJ,2024-02-03 00:00:00+00:00,6
785398,UA,,[],,,2024-01-18 00:00:00+00:00,3
76025,UA,,[],,,2024-04-11 00:00:00+00:00,2
634649,GB,12A,[],,,2024-05-27 00:00:00+00:00,6
634649,LT,,[],,LNK,2024-12-25 00:00:00+00:00,6
634649,PR,PG-13,[],es,WAPA,2024-01-15 00:00:00+00:00,6
634649,PR,PG-13,[],en,FX,2024-01-16 00:00:00+00:00,6
634649,SK,12,[],sk,Markíza,2024-06-02 00:00:00+00:00,6
634649,US,PG-13,[],,Re-release,2024-06-03 00:00:00+00:00,2
634649,US,PG-13,[],,FX,2024-01-16 00:00:00+00:00,6
76600,AD,,[],,Disney+,2024-03-15 00:00:00+00:00,4
76600,FR,12,[],,Disney+,2024-05-17 00:00:00+00:00,4
76600,GF,,[],,Disney+,2024-05-17 00:00:00+00:00,4
76600,GP,,[],,Disney+,2024-05-17 00:00:00+00:00,4
76600,MC,,[],,Disney+,2024-05-17 00:00:00+00:00,4
76600,MQ,,[],,Disney+,2024-05-17 00:00:00+00:00,4
76600,MU,,[],,Disney+,2024-05-17 00:00:00+00:00,4
76600,NC,,[],,Disney+,2024-05-17 00:00:00+00:00,4
76600,PF,,[],,Disney+,2024-05-16 00:00:00+00:00,4
76600,PM,,[],,Disney+,2024-05-17 00:00:00+00:00,4
76600,RE,,[],,Disney+,2024-05-17 00:00:00+00:00,4
76600,TF,,[],,Disney+,2024-05-17 00:00:00+00:00,4
76600,WF,,[],,Disney+,2024-05-17 00:00:00+00:00,4
76600,YT,,[],,Disney+,2024-05-17 00:00:00+00:00,4
505642,FR,12,[],,Disney+,2024-04-12 00:00:00+00:00,4
505642,MC,,[],,Disney+,2024-04-12 00:00:00+00:00,4
505642,PF,,[],,Disney+,2024-04-11 00:00:00+00:00,4
505642,PM,,[],,Disney+,2024-04-12 00:00:00+00:00,4
505642,TF,,[],,Disney+,2024-04-12 00:00:00+00:00,4
453395,FR,,[],,Disney+,2024-03-08 00:00:00+00:00,4
453395,MC,,[],,Disney+,2024-03-08 00:00:00+00:00,4
453395,PF,,[],,Disney+,2024-03-07 00:00:00+00:00,4
453395,PM,,[],,Disney+,2024-03-08 00:00:00+00:00,4
453395,TF,,[],,Disney+,2024-03-08 00:00:00+00:00,4
476669,AT,,[],,ORF 1 (deutschsprachige Free-TV-Premiere),2024-01-01 00:00:00+00:00,6
580489,SK,15,[],sk,Markíza,2024-12-07 00:00:00+00:00,6
438631,BR,14,[],,TV Globo,2024-02-25 00:00:00+00:00,6
438631,CN,,[],,Re-release,2024-03-01 00:00:00+00:00,3
438631,CN,,[],,Re-release,2024-04-19 00:00:00+00:00,3
438631,FI,K-12,[],,Re-release,2024-02-09 00:00:00+00:00,3
438631,GB,12A,[],,Re-release,2024-02-09 00:00:00+00:00,3
438631,ID,,[],,IMAX,2024-02-06 00:00:00+00:00,2
438631,LT,N-13,[],,Re-release,2024-02-09 00:00:00+00:00,3
438631,PR,PG-13,[],,IMAX,2024-02-08 00:00:00+00:00,2
438631,SG,PG13,[],,Re-release,2024-02-08 00:00:00+00:00,3
438631,TH,P,[],,Re-release,2024-02-08 00:00:00+00:00,3
438631,US,PG-13,[],,IMAX,2024-02-09 00:00:00+00:00,2
436270,ID,,[],,Netflix,2024-03-16 00:00:00+00:00,4
436270,MY,,[],,Netflix,2024-03-16 00:00:00+00:00,4
414906,CN,,[],,Beijing International Film Festival（IMAX 2D）,2024-04-19 00:00:00+00:00,1
414906,CN,,[],,Shanghai International Film Festival(IMAX/4K),2024-06-14 00:00:00+00:00,1
414906,PL,,[],,Max,2024-09-13 00:00:00+00:00,4
718930,CN,,[],,,2024-05-10 00:00:00+00:00,4
718930,GB,15,[],,Channel 4,2024-12-23 00:00:00+00:00,6
718930,SK,15,[],sk,Markíza,2024-11-30 00:00:00+00:00,6
335787,GB,12,[],,Prime Video,2024-09-30 00:00:00+00:00,4
335787,SK,12,[],sk,Markíza,2024-08-31 00:00:00+00:00,6
406759,SK,12,[],sk,JOJ,2024-11-08 00:00:00+00:00,6
526896,PR,PG-13,[],,Disney+,2024-03-01 00:00:00+00:00,4
526896,PR,R,[],en,FX,2024-03-20 00:00:00+00:00,6
526896,US,PG-13,[],,Disney+,2024-03-01 00:00:00+00:00,4
526896,US,R,[],,FX,2024-03-20 00:00:00+00:00,6
526896,VI,PG-13,[],,Disney+,2024-03-01 00:00:00+00:00,4
526896,VI,R,[],,FX,2024-03-20 00:00:00+00:00,6
568124,NZ,PG,[],mi,,2024-09-12 00:00:00+00:00,3
568124,PL,,[],,Polsat,2024-04-01 00:00:00+00:00,6
882598,SK,18,[],sk,TV JOJ,2024-04-27 00:00:00+00:00,6
882598,TH,,[],,Netflix,2024-09-30 00:00:00+00:00,4
752623,IL,,[],,Netflix,2024-04-15 00:00:00+00:00,4
760161,GB,15,[],,Netflix,2024-08-22 00:00:00+00:00,4
644495,FR,,[],,M6,2024-09-06 00:00:00+00:00,6
644495,SK,15,[],sk,JOJ,2024-01-21 00:00:00+00:00,6
629542,PR,,[],es,Wapa,2024-03-10 00:00:00+00:00,6
593643,PL,,[],,Ars Independent Festival,2024-10-09 00:00:00+00:00,1
539681,GB,12,[],,Prime Video,2024-08-23 00:00:00+00:00,4
508943,AU,G,[],,,2024-03-07 00:00:00+00:00,3
508943,FI,K-7,[],,,2024-05-10 00:00:00+00:00,3
508943,MX,A,[],,Re-release,2024-03-21 00:00:00+00:00,2
508943,US,PG,[],en,Re-release,2024-03-22 00:00:00+00:00,3
508943,VN,,[],,Re-release,2024-04-19 00:00:00+00:00,3
985939,CZ,,[],,Canal+ Action,2024-03-10 00:00:00+00:00,6
653851,FR,TP,[],,"DVD, Blu-Ray & 4K UHD",2024-05-28 00:00:00+00:00,5
676547,PL,12,[],,CANAL+ online,2024-04-20 00:00:00+00:00,4
676547,PL,12,[],,CANAL+ Premium,2024-04-20 00:00:00+00:00,6
756999,IL,16,[],,Netflix,2024-03-22 00:00:00+00:00,4
671,CN,,[],,重映 re-release / 分线有限上映 certain cinema limited release,2024-10-11 00:00:00+00:00,2
482373,SK,18,[],sk,Markíza,2024-11-30 00:00:00+00:00,6
646207,GB,12,[],,Netflix,2024-06-24 00:00:00+00:00,4
646207,SK,12,[],cs,VOYO,2024-10-13 00:00:00+00:00,4
899112,GB,15,[],,Netflix,2024-10-06 00:00:00+00:00,4
482321,GB,PG,[],,Channel 4,2024-12-22 00:00:00+00:00,6
646385,SK,18,[],sk,JOJ,2024-06-14 00:00:00+00:00,6
614917,DE,,[],de,Sat.1,2024-12-01 00:00:00+00:00,6
682507,SK,12,[],sk,Markíza,2024-12-25 00:00:00+00:00,6
619730,FR,,[],,TF1 Séries Films,2024-01-08 00:00:00+00:00,6
818397,FR,,[],,DVD & Blu-Ray,2024-05-28 00:00:00+00:00,5
616820,GB,18,[],,Netflix ,2024-08-16 00:00:00+00:00,4
716612,SK,12,[],sk,WAU,2024-12-24 00:00:00+00:00,6
791177,US,R,[],,Scream Factory 4k,2024-11-05 00:00:00+00:00,5
791177,ZA,18,"['S', 'L', 'V', 'N', 'H']",en,,2024-07-12 00:00:00+00:00,2
556694,TH,,[],,Netflix,2024-09-30 00:00:00+00:00,4
516329,SK,18,[],sk,JOJ,2024-06-02 00:00:00+00:00,6
520023,GB,15,[],,BBC Three,2024-12-23 00:00:00+00:00,6
520023,US,R,[],,Netflix,2024-03-20 00:00:00+00:00,4
38,CN,,[],,Beijing International Film Festival,2024-04-18 00:00:00+00:00,1
38,CN,,[],,Shanghai International Film Festival,2024-06-14 00:00:00+00:00,1
717728,IL,16,[],,,2024-01-25 00:00:00+00:00,3
661231,GB,12,[],,Prime Video,2024-08-16 00:00:00+00:00,4
366672,SK,7,[],sk,Markíza,2024-12-07 00:00:00+00:00,6
628900,GB,15,[],,Netflix,2024-06-05 00:00:00+00:00,4
696157,PL,,[],,Netflix,2024-08-27 00:00:00+00:00,4
842942,IL,14,[],,,2024-05-16 00:00:00+00:00,3
764835,ID,,[],,,2024-01-12 00:00:00+00:00,3
764835,SK,12,[],sk,VOYO,2024-10-11 00:00:00+00:00,4
626735,SK,12,[],sk,VOYO,2024-02-24 00:00:00+00:00,4
1024546,SK,15,[],sk,VOYO,2024-09-13 00:00:00+00:00,4
1035803,SK,18,[],sk,VOYO,2024-12-06 00:00:00+00:00,4
864116,SK,15,[],sk,JOJ,2024-09-15 00:00:00+00:00,6
689700,GB,15,[],,Prime Video,2024-09-30 00:00:00+00:00,4
689700,SK,18,[],sk,VOYO,2024-11-16 00:00:00+00:00,4
848123,SK,15,[],sk,JOJ,2024-06-16 00:00:00+00:00,6
730047,SK,12,[],sk,JOJ PLUS,2024-11-01 00:00:00+00:00,6
844398,SK,18,[],sk,TV JOJ,2024-04-13 00:00:00+00:00,6
763164,GB,18,[],,Prime Video,2024-10-22 00:00:00+00:00,4
830784,PL,,[],,Netflix,2024-08-01 00:00:00+00:00,4
634,SK,15,[],sk,VOYO,2024-12-16 00:00:00+00:00,4
1306218,FR,,[],,Ningbo Special Screening with Festival Allers-Retours,2024-06-15 00:00:00+00:00,3
11902,CN,,[],,Beijing International Film Festival ,2024-04-18 00:00:00+00:00,1
597859,SK,15,[],sk,JOJ PLUS,2024-09-18 00:00:00+00:00,6
655302,BR,16,[],,,2024-05-22 00:00:00+00:00,4
683363,DE,12,[],,BR,2024-06-20 00:00:00+00:00,6
746333,CN,,[],,IQIYI,2024-12-18 00:00:00+00:00,4
793998,CN,,[],,,2024-06-23 00:00:00+00:00,4
108,KR,,[],,4K restored re-release,2024-09-04 00:00:00+00:00,3
110,KR,,[],,4K restored re-release,2024-09-18 00:00:00+00:00,3
109,KR,,[],,4K restored re-release,2024-09-11 00:00:00+00:00,3
655082,HK,,[],,Hong Kong French Film Festival,2024-11-29 00:00:00+00:00,1
655082,SK,12,[],sk,RTVS,2024-01-05 00:00:00+00:00,6
601188,KR,12,[],,,2024-01-31 00:00:00+00:00,3
601188,TR,,[],,TRT 2,2024-05-01 00:00:00+00:00,6
719463,SK,12,[],,VOYO,2024-08-30 00:00:00+00:00,4
833417,DE,12,[],de,,2024-03-07 00:00:00+00:00,3
778810,SK,7,[],sk,VOYO,2024-08-29 00:00:00+00:00,4
914203,CN,,[],,Bilibili哔哩哔哩,2024-05-14 00:00:00+00:00,4
269,BR,,[],,CINUSP (Mostra Amor Bandido),2024-06-27 00:00:00+00:00,2
712128,GB,15,[],,,2024-03-04 00:00:00+00:00,4
712128,US,NR,[],,,2024-03-05 00:00:00+00:00,4
712178,DE,12,"['Violence', 'Discrimination', 'Drug Consumption']",,,2024-08-15 00:00:00+00:00,3
152584,KR,,[],,re-release,2024-07-10 00:00:00+00:00,3
747779,PL,,[],,CANAL+ online,2024-09-27 00:00:00+00:00,4
747779,PL,,[],,CANAL+ Premium,2024-09-26 00:00:00+00:00,6
8072,SE,,[],,Göteborg Film Festival,2024-02-04 00:00:00+00:00,1
668640,CN,,[],,Hainan Island International Film Festival,2024-12-06 00:00:00+00:00,1
819876,KR,19,[],,,2024-07-17 00:00:00+00:00,3
778855,SK,7,[],sk,JOJ PLUS,2024-09-28 00:00:00+00:00,6
810693,KR,15,[],,Re-release,2024-12-11 00:00:00+00:00,3
955666,CZ,,[],,Eiga-Sai Film Festival,2024-03-02 00:00:00+00:00,1
129,CZ,U,[],,Re-release,2024-01-04 00:00:00+00:00,3
129,PL,12,[],,Re-release,2024-05-10 00:00:00+00:00,2
877840,KR,All,[],,,2024-02-07 00:00:00+00:00,3
8392,GB,U,[],,Re-release,2024-08-02 00:00:00+00:00,2
8392,PL,,[],,,2024-11-28 00:00:00+00:00,2
916192,CN,,[],,,2024-08-30 00:00:00+00:00,3
916192,DE,12,"['Violence', 'Language']",,,2024-10-20 00:00:00+00:00,3
916192,FR,,[],,,2024-06-05 00:00:00+00:00,3
916192,IT,,[],,,2024-06-10 00:00:00+00:00,2
916192,PR,,[],,HIDIVE,2024-01-02 00:00:00+00:00,4
916192,US,,[],,HIDIVE,2024-01-02 00:00:00+00:00,4
916192,US,PG-13,[],,Hulu,2024-07-02 00:00:00+00:00,4
916192,US,,[],,Blu-ray,2024-01-09 00:00:00+00:00,5
758866,CN,,[],,Blu-ray,2024-09-01 00:00:00+00:00,5
10515,CZ,U,[],,,2024-01-04 00:00:00+00:00,3
10515,PL,,[],,,2024-10-17 00:00:00+00:00,2
820067,GB,12,[],,Blu-ray,2024-05-06 00:00:00+00:00,5
820067,US,,[],,Blu-ray,2024-01-02 00:00:00+00:00,5
977871,CN,,[],,19:25-21:25全国点映（仅限一场）,2024-05-17 00:00:00+00:00,2
977871,CN,,[],,,2024-05-18 00:00:00+00:00,3
977871,CN,,[],,,2024-11-21 00:00:00+00:00,4
783675,AS,,[],,Netflix,2024-08-24 00:00:00+00:00,4
783675,AU,PG,[],,,2024-06-25 00:00:00+00:00,5
783675,BR,12,[],,Netflix,2024-08-25 00:00:00+00:00,4
783675,CN,,[],,re-release,2024-08-03 00:00:00+00:00,3
783675,CN,,[],,,2024-08-31 00:00:00+00:00,4
783675,GB,12,[],,Netflix,2024-12-01 00:00:00+00:00,4
783675,GU,,[],,Netflix,2024-08-25 00:00:00+00:00,4
783675,JP,G,[],,re-release,2024-08-13 00:00:00+00:00,3
783675,JP,,[],,Netflix,2024-06-10 00:00:00+00:00,4
